"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type",Comment,Date,Impressions,Reach,Shares,Follows,Plays,Likes,Comments,Saves
17906619821733086,17841401659728048,mspekperformance,"Kasey Kohl","How serviceable is your fuel system in 5 minutes?  How many pumps are you using to make almost 1000hp to the wheels?  How much extra wiring and relays did you have to add to accommodate those pumps? We’ve never had an issue in 6 years of competitive drifting on these pumps.  And with proper fuel cell design from @fuelsafe we don’t have slosh issues either.  Simple is better. 
#mspek #mspekperformance #car #drifting #2JZ #formuladrift #aeromotivefuelsystems #aeromotive",41,"03/14/2023 18:03",https://www.instagram.com/reel/CpykfuZMhb4/,"IG reel",,Lifetime,0,0,15,0,9011,450,8,23
17897608970770066,17841400521294771,aeromotive,"Aeromotive Fuel Systems","You asked for it and we listened– this #TechTuesday we want to share the exciting news that our fuel rails are now available in black! Click the link in our bio to find the right rails for you!

.
.
.
.
.
.
.
https://fal.cn/3wxxy",0,"03/14/2023 12:03",https://www.instagram.com/p/Cpx8MqeLPQP/,"IG carousel",,Lifetime,2304,1865,0,0,0,46,2,4
18077095864342746,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Start your week on a high note with this immaculate Oldsmobile Cutlass. It has our A1000 Fuel Pump, X1 Fuel Pressure Regulator and filters to fuel the Dart 540 under the hood that cranks out over 800 hp. 

.
.
.
.
.
.
📸 @BBCutty

#Aeromotive #AeromotiveFueled #BigBlock #GBody #GBodyShuffle #Cutty #Dart540 #1320",21,"03/13/2023 13:03",https://www.instagram.com/reel/CpveJJfIa42/,"IG reel",,Lifetime,2395,2270,1,14,2386,148,2,5
17906384879662196,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Sending a big congrats to our sponsored racers that won at the #NMRA Spring Break Shootout in Orlando. 
We love to see you keepin' it serious on the track, Vincent, Mike, and Samantha!
#AeromotiveFuelSystems #SeriousFuelSystems",0,"03/13/2023 12:03",https://www.instagram.com/p/CpvX-tcuPET/,"IG carousel",,Lifetime,1814,1501,2,0,0,60,0,2
17971950131014374,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Which of these #AeromotiveEquipped Mustangs is your favorite? The S-550, the quintessential modern muscle car or the now-classic Fox Body? Either way, it was a fun day with Mel Hambleton Ford on their Manufacturer’s Day.

.
.
.
.
.
#Aeromotive #AeromotiveFueled #s550 #FoxBody #Mustang #Burnouts #EngineSounds #1320",12,"03/12/2023 12:03",https://www.instagram.com/reel/Cpsyd0Kr6HV/,"IG reel",,Lifetime,5002,4827,17,11,4906,220,5,10
17952473366335145,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Clay Millican’s twin-turbo Hemi Ram Dentley is one mean drag truck. Our Brushless Eliminator keeps this Ram ready to rumble whether on the street or at the strip.

.
.
.
.
.
.
📸@ClayMillican

#Aeromotive #AeromotiveFueled #TwinTurbo #Hemi #TwinTurboHemi #TwinTurboHemi #DragTruck #DragHemi",22,"03/10/2023 14:03",https://www.instagram.com/reel/Cpn9fEAop3v/,"IG reel",,Lifetime,3833,3745,14,0,3801,103,0,4
17972967302143261,17841400521294771,aeromotive,"Aeromotive Fuel Systems","We are proud to share that Clint Sodowski, the winner of the Pro Street Class at SickWeek Florida trusts two of our Brushless pumps, one of which is our 5.0 GPM Brushless Fuel Pump, to keep his ‘68 Camaro drag-n-drive monster bringing home the hardware. Click the link in our bio to learn more about this race-winning fuel pump!

.
.
.
.
.
.
 #Aeromotive #AeromotiveFueled #1320 #DragRacing #SickWeek2023 #SickWeek #SickTheMag #68Camaro
https://fal.cn/3wsrk",58,"03/09/2023 13:03",https://www.instagram.com/reel/CplR2BroyNS/,"IG reel",,Lifetime,2842,2696,3,0,2785,71,1,2
17991658636837713,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Boosted Nova brought enough donuts for the whole class! Are you looking to rip fat donuts like these but your fuel system ain’t up to the task? Visit the link in our bio to shop the Phantom Dual 340 Fuel Pumps that fueled these donuts.

.
.
.
.
.
.
📸@Ken @BoostedNova

#Aeromotive #AeromotiveFueled #Donuts #Burnout #EngineSounds #BoostedNova #ChevyNova #NovaGang
https://fal.cn/3wox3",25,"03/08/2023 13:03",https://www.instagram.com/reel/CpitF4Rov32/,"IG reel",,Lifetime,4897,4734,13,1,4784,157,21,3
17992370260823449,17841400521294771,aeromotive,"Aeromotive Fuel Systems","This #TechTuesday we want to share an exciting new product: the world’s first combination fuel filter and regulator unit with an adjustable regulator! Stop wasting time and money on other combination fuel filter and regulators, if you want the best, you want Aeromotive. Click the link in our bio to shop now! 

.
.
.
.
.
.
.
https://fal.cn/3wmDq",0,"03/07/2023 12:03",https://www.instagram.com/p/CpgBWQ3o_8g/,"IG image",,Lifetime,6658,6469,7,0,0,143,2,15
17969589272184210,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Are you letting this chop machine idle in the school drop-off lane? 

Parts: Phantom Dual 340 Pumps, filters and fuel pressure regulator

.
.
.
.
.
.
📸@built_by_rios
#Aeromotive #AeromotiveFueled #TrailblazerSS #TrailBlazer #ChevyTrailBlazerSS #ChevyTrailBlazer #1320 #EngineSounds",59,"03/06/2023 12:03",https://www.instagram.com/reel/CpdgBVutYkn/,"IG reel",,Lifetime,5392,5295,24,1,5308,116,6,1
17984955772802944,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Any build that runs our Stealth 340 Fuel Pump and fuel pressure regulator deserves to be ogled like this. Tag us in your #AeromotiveEquipped ride, and we just might share it! 

.
.
.
.
.
📸@The_Chadwick89


#Aeromotive #AeromotiveFueled #FuelSystem #FoxBody #89Mustang #FoxBodyGang #CarMemes #1320",8,"03/05/2023 13:03",https://www.instagram.com/reel/CpbCEOpITES/,"IG reel",,Lifetime,1588,1489,1,0,1535,40,0,2
17884317821802111,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Check out the craftsmanship on this custom ‘69 C10 chassis. It uses our Dual Phantom 450 Fuel Pump, filters and fuel pressure regulator to keep this masterpiece fueled once those turbos hit boost!

.
.
.
.

Parts Tag: 
📸@Arizona_High_Test

#Aeromotive #AeromotiveFueled #Chassis #69C10 #ChevyC10 #69Chevy #Hardlines #engineering",0,"03/03/2023 14:03",https://www.instagram.com/p/CpV_Zi5oKSx/,"IG carousel",,Lifetime,3115,2535,3,0,0,74,1,2
17889709022789683,17841400521294771,aeromotive,"Aeromotive Fuel Systems","Wait for it...
#TBT with @JordanPellegrino and the A1000-equipped LamBROghini crushing it at #KOH! Click the link in our bio to read about the GenRight Off Road team’s experience finishing The Race of Kings.


.
.
.
.
.
📸@GenRightOffRoad @JordanPellegrino @ultr4racing 

#Aeromotive #AeromotiveFueled #KOH #KingOfTheHammers #GenrightOffroad #KOH23 #RaceOfKings #OffRoadRacing
https://fal.cn/3wdwU",53,"03/02/2023 12:03",https://www.instagram.com/reel/CpTJZHfssYc/,"IG reel",,Lifetime,1244,1177,1,0,1257,40,1,0
18013913461529919,17841400521294771,aeromotive,"Aeromotive Fuel Systems","These LMR C8s are INSANE! This monster clocked a 9.18 at 158 mph courtesy of LMR’s twin-turbo kit and our 5.0 Brushless Spur Gear Fuel Pump. 
.
.
.
.
.
.
📸@LateModelRaceCraft
#Aeromotive #AeromotiveFueled #1320 #DragRacing #C8Corvette #C8 #LateModelRacecraft #TunedC8",24,"03/01/2023 12:03",https://www.instagram.com/reel/CpQoAtZtsa_/,"IG reel",,Lifetime,1355,1314,1,0,1328,37,0,1
